lane,racer_id,racer_name,racer_class,avg_st,racer_win_rate,local_win_rate,motor_2ren,boat_2ren,racer_name_beforeinfo,weight,exhibition_time,tilt,exhibition_st,temperature,wind_speed,water_temperature,wave_height,finish,race_date,jcd,venue,race_no,race_key,trifecta,trifecta_payout_per_100
1,3297,藤丸 光一,B1,0.18,4.4,4.41,29.68,36.13,藤丸 光一,49.5,6.81,0.0,0.09,28.0,1.0,27.0,1.0,2,20260621,08,常滑,7,20260621_08_7,4-1-5,21830
2,4103,山崎 善庸,B1,0.23,3.44,3.67,30.77,41.3,山崎 善庸,53.2,6.86,0.0,0.23,28.0,1.0,27.0,1.0,4,20260621,08,常滑,7,20260621_08_7,4-1-5,21830
3,4083,福島 勇樹,A1,0.14,7.4,5.88,45.91,32.48,福島 勇樹,52.0,6.77,-0.5,0.09,28.0,1.0,27.0,1.0,4,20260621,08,常滑,7,20260621_08_7,4-1-5,21830
4,4663,籾山 佳岳,B2,0.16,5.66,5.21,34.39,32.34,籾山 佳岳,52.0,6.8,-0.5,0.04,28.0,1.0,27.0,1.0,1,20260621,08,常滑,7,20260621_08_7,4-1-5,21830
5,3499,市川 哲也,A2,0.13,6.02,6.73,39.35,35.55,市川 哲也,52.0,6.79,0.0,0.03,28.0,1.0,27.0,1.0,3,20260621,08,常滑,7,20260621_08_7,4-1-5,21830
6,3653,品川 賢次,B1,0.18,4.66,4.18,44.03,36.57,品川 賢次,54.5,6.82,0.0,0.06,28.0,1.0,27.0,1.0,4,20260621,08,常滑,7,20260621_08_7,4-1-5,21830
1,3303,渡辺 豊,B1,0.2,4.85,4.79,30.49,35.16,渡辺 豊,53.6,6.85,0.0,0.07,28.0,2.0,27.0,1.0,4,20260621,08,常滑,8,20260621_08_8,4-2-5,6470
2,4614,石倉 洋行,A1,0.14,6.77,0.0,34.18,32.49,石倉 洋行,52.1,6.7,0.0,0.19,28.0,2.0,27.0,1.0,2,20260621,08,常滑,8,20260621_08_8,4-2-5,6470
3,5122,相馬 翔,B2,0.18,4.44,2.92,30.13,26.27,相馬 翔,56.5,6.73,0.0,0.12,28.0,2.0,27.0,1.0,4,20260621,08,常滑,8,20260621_08_8,4-2-5,6470
4,4062,後藤 陽介,B1,0.18,4.3,5.19,31.29,34.78,後藤 陽介,56.3,6.78,0.0,0.11,28.0,2.0,27.0,1.0,1,20260621,08,常滑,8,20260621_08_8,4-2-5,6470
5,4842,山下 昂大,A2,0.17,6.04,6.39,33.53,37.07,山下 昂大,54.0,6.8,0.0,0.06,28.0,2.0,27.0,1.0,3,20260621,08,常滑,8,20260621_08_8,4-2-5,6470
6,4097,貫地谷 直人,B1,0.2,3.69,4.25,37.8,32.13,貫地谷 直人,54.8,6.81,-0.5,0.09,28.0,2.0,27.0,1.0,4,20260621,08,常滑,8,20260621_08_8,4-2-5,6470
1,4926,吉川 貴仁,A1,0.14,7.68,5.38,26.03,28.51,吉川 貴仁,52.4,6.67,0.0,0.09,28.0,4.0,27.0,2.0,1,20260621,08,常滑,9,20260621_08_9,1-4-3,1720
2,4173,岡谷 健吾,B1,0.18,5.32,5.63,28.67,28.45,岡谷 健吾,56.4,6.74,-0.5,0.12,28.0,4.0,27.0,2.0,4,20260621,08,常滑,9,20260621_08_9,1-4-3,1720
3,4113,木村 浩士,B1,0.19,4.6,4.43,45.51,31.93,木村 浩士,57.0,6.78,0.0,0.23,28.0,4.0,27.0,2.0,3,20260621,08,常滑,9,20260621_08_9,1-4-3,1720
4,4306,畔柳 俊吾,A2,0.17,4.88,5.27,25.53,35.77,畔柳 俊吾,51.5,6.72,0.0,0.2,28.0,4.0,27.0,2.0,2,20260621,08,常滑,9,20260621_08_9,1-4-3,1720
5,4672,守屋 大地,B1,0.18,4.2,4.86,41.82,42.97,守屋 大地,52.0,6.7,0.0,0.08,28.0,4.0,27.0,2.0,4,20260621,08,常滑,9,20260621_08_9,1-4-3,1720
6,5102,原田 雄次,B1,0.18,4.4,4.25,37.82,31.12,原田 雄次,52.0,6.72,0.0,0.48,28.0,4.0,27.0,2.0,4,20260621,08,常滑,9,20260621_08_9,1-4-3,1720
1,3967,鈴木 茂高,B1,0.18,4.84,4.79,27.78,34.48,鈴木 茂高,55.9,6.84,0.0,0.09,28.0,4.0,27.0,2.0,2,20260621,08,常滑,10,20260621_08_10,2-1-4,1690
2,4788,小池 哲也,A2,0.15,5.5,8.0,33.56,28.31,小池 哲也,52.8,6.77,-0.5,0.07,28.0,4.0,27.0,2.0,1,20260621,08,常滑,10,20260621_08_10,2-1-4,1690
3,4054,福嶋 智之,B1,0.16,4.69,6.07,27.34,29.15,福嶋 智之,53.0,6.79,0.0,0.05,28.0,4.0,27.0,2.0,4,20260621,08,常滑,10,20260621_08_10,2-1-4,1690
4,4797,中山 将,A2,0.15,6.97,5.56,28.85,31.87,中山 将,54.2,6.74,-0.5,-0.01,28.0,4.0,27.0,2.0,3,20260621,08,常滑,10,20260621_08_10,2-1-4,1690
5,4811,向井田 佑紀,B1,0.16,4.87,4.78,33.55,31.78,向井田 佑紀,50.5,6.78,-0.5,0.01,28.0,4.0,27.0,2.0,4,20260621,08,常滑,10,20260621_08_10,2-1-4,1690
6,4148,枝尾 賢,A2,0.16,6.26,6.29,30.07,38.59,枝尾 賢,52.0,6.79,0.0,0.28,28.0,4.0,27.0,2.0,4,20260621,08,常滑,10,20260621_08_10,2-1-4,1690
1,3499,市川 哲也,A2,0.13,6.02,6.73,39.35,35.55,市川 哲也,52.0,6.75,0.0,0.31,28.0,3.0,27.0,1.0,1,20260621,08,常滑,11,20260621_08_11,1-2-3,710
2,4551,三川 昂暁,A2,0.18,5.94,5.13,49.37,33.33,三川 昂暁,52.9,6.75,-0.5,0.28,28.0,3.0,27.0,1.0,2,20260621,08,常滑,11,20260621_08_11,1-2-3,710
3,4890,石川 諒,B1,0.13,5.94,5.5,30.57,36.4,石川 諒,52.0,6.73,0.0,0.08,28.0,3.0,27.0,1.0,3,20260621,08,常滑,11,20260621_08_11,1-2-3,710
4,3305,小野 信樹,B1,0.17,3.96,2.67,29.11,37.96,小野 信樹,53.1,6.78,0.0,0.08,28.0,3.0,27.0,1.0,4,20260621,08,常滑,11,20260621_08_11,1-2-3,710
5,4958,溝口 海義也,A2,0.14,6.4,5.9,33.75,35.27,溝口 海義也,55.0,6.74,-0.5,0.02,28.0,3.0,27.0,1.0,4,20260621,08,常滑,11,20260621_08_11,1-2-3,710
6,3340,池田 雷太,B1,0.19,4.35,1.88,21.83,39.7,池田 雷太,52.4,6.77,0.0,0.31,28.0,3.0,27.0,1.0,4,20260621,08,常滑,11,20260621_08_11,1-2-3,710
1,4278,藤岡 俊介,A1,0.12,6.86,8.29,28.95,37.69,藤岡 俊介,52.0,6.76,0.0,0.03,28.0,3.0,27.0,1.0,1,20260621,08,常滑,12,20260621_08_12,1-6-4,12990
2,4377,濱本 優一,A1,0.15,5.86,7.69,31.21,32.54,濱本 優一,50.0,6.84,0.0,0.16,28.0,3.0,27.0,1.0,4,20260621,08,常滑,12,20260621_08_12,1-6-4,12990
3,4512,高野 哲史,A1,0.16,6.59,7.48,23.45,24.62,高野 哲史,52.1,6.8,-0.5,0.06,28.0,3.0,27.0,1.0,4,20260621,08,常滑,12,20260621_08_12,1-6-4,12990
4,4083,福島 勇樹,A1,0.14,7.4,5.88,45.91,33.63,福島 勇樹,52.0,6.76,-0.5,0.08,28.0,3.0,27.0,1.0,3,20260621,08,常滑,12,20260621_08_12,1-6-4,12990
5,4614,石倉 洋行,A1,0.14,6.77,0.0,34.18,32.49,石倉 洋行,52.1,6.76,0.0,0.0,28.0,3.0,27.0,1.0,4,20260621,08,常滑,12,20260621_08_12,1-6-4,12990
6,4470,平田 健之佑,A1,0.14,6.23,6.73,37.75,25.96,平田 健之佑,52.2,6.81,-0.5,0.03,28.0,3.0,27.0,1.0,2,20260621,08,常滑,12,20260621_08_12,1-6-4,12990
1,4379,桑島 和宏,A1,0.16,6.09,6.42,25.97,43.62,桑島 和宏,56.1,6.77,0.0,0.16,28.0,6.0,27.0,5.0,1,20260621,09,津,1,20260621_09_1,1-4-2,1680
2,4145,小澤 学,B1,0.25,3.77,3.18,35.63,27.54,小澤 学,52.7,6.81,0.0,0.26,28.0,6.0,27.0,5.0,3,20260621,09,津,1,20260621_09_1,1-4-2,1680
3,3745,橋本 年光,B1,0.17,5.34,5.88,28.92,16.88,橋本 年光,52.4,6.82,0.5,0.11,28.0,6.0,27.0,5.0,4,20260621,09,津,1,20260621_09_1,1-4-2,1680
4,4951,新田 洋一,B1,0.14,5.09,7.33,32.61,36.46,新田 洋一,53.0,6.77,0.5,0.0,28.0,6.0,27.0,5.0,2,20260621,09,津,1,20260621_09_1,1-4-2,1680
5,4892,柴田 直哉,B1,0.18,5.17,5.28,36.67,41.56,柴田 直哉,52.2,6.92,-0.5,0.04,28.0,6.0,27.0,5.0,4,20260621,09,津,1,20260621_09_1,1-4-2,1680
6,5349,宮崎 奏磨,B2,0.19,1.46,1.21,39.51,41.67,宮崎 奏磨,53.4,6.75,0.0,-0.02,28.0,6.0,27.0,5.0,4,20260621,09,津,1,20260621_09_1,1-4-2,1680
1,3652,森下 勇,B1,0.18,3.68,3.09,30.95,34.09,森下 勇,55.0,6.71,0.0,0.33,28.0,7.0,27.0,5.0,1,20260621,09,津,2,20260621_09_2,1-6-5,430
2,3906,飯山 晃三,B1,0.18,4.27,5.71,36.0,38.71,飯山 晃三,60.3,6.71,0.0,0.34,28.0,7.0,27.0,5.0,4,20260621,09,津,2,20260621_09_2,1-6-5,430
3,4332,村上 彰一,B1,0.19,4.51,4.0,41.76,18.75,村上 彰一,54.9,6.66,0.5,0.39,28.0,7.0,27.0,5.0,4,20260621,09,津,2,20260621_09_2,1-6-5,430
4,5107,松本 真広,B1,0.17,4.77,3.56,32.1,26.03,松本 真広,51.0,6.79,0.0,0.29,28.0,7.0,27.0,5.0,4,20260621,09,津,2,20260621_09_2,1-6-5,430
5,4248,岡本 大,B1,0.16,4.28,2.94,26.39,26.97,岡本 大,53.2,6.81,0.5,0.61,28.0,7.0,27.0,5.0,3,20260621,09,津,2,20260621_09_2,1-6-5,430
6,5364,金子 怜央,B2,0.18,2.5,1.89,22.12,23.61,金子 怜央,52.8,6.77,0.0,0.59,28.0,7.0,27.0,5.0,2,20260621,09,津,2,20260621_09_2,1-6-5,430
1,4875,大塚 康雅,B1,0.18,4.94,5.33,36.36,35.87,大塚 康雅,50.5,6.74,0.0,0.24,28.0,7.0,27.0,5.0,1,20260621,09,津,3,20260621_09_3,1-2-4,1780
2,4945,上村 宏太,B1,0.19,4.21,5.11,31.94,30.0,上村 宏太,54.3,6.75,0.0,0.18,28.0,7.0,27.0,5.0,2,20260621,09,津,3,20260621_09_3,1-2-4,1780
3,4346,前田 健太郎,B1,0.17,4.39,0.0,34.57,34.38,前田 健太郎,55.6,6.77,-0.5,0.21,28.0,7.0,27.0,5.0,4,20260621,09,津,3,20260621_09_3,1-2-4,1780
4,4894,原村 拓也,B1,0.22,4.88,0.0,33.0,29.91,原村 拓也,52.0,6.7,0.5,0.02,28.0,7.0,27.0,5.0,3,20260621,09,津,3,20260621_09_3,1-2-4,1780
5,3907,村越 篤,A2,0.17,5.27,4.54,34.74,36.36,村越 篤,53.5,6.79,0.0,0.07,28.0,7.0,27.0,5.0,4,20260621,09,津,3,20260621_09_3,1-2-4,1780
6,5385,鈴木 柊介,B2,0.16,2.57,2.08,37.78,38.24,鈴木 柊介,56.8,6.82,0.0,0.4,28.0,7.0,27.0,5.0,4,20260621,09,津,3,20260621_09_3,1-2-4,1780
1,4943,八木 治樹,B1,0.14,3.87,4.92,41.05,35.64,八木 治樹,53.9,6.71,0.0,0.29,28.0,5.0,27.0,3.0,1,20260621,09,津,4,20260621_09_4,1-3-4,1740
2,4583,古田 祐貴,A2,0.14,4.94,4.45,31.96,34.44,古田 祐貴,52.0,6.76,0.5,0.3,28.0,5.0,27.0,3.0,4,20260621,09,津,4,20260621_09_4,1-3-4,1740
3,4082,濱崎 誠,B1,0.15,5.75,5.55,22.73,28.24,濱崎 誠,52.0,6.79,0.0,0.22,28.0,5.0,27.0,3.0,2,20260621,09,津,4,20260621_09_4,1-3-4,1740
4,4229,市川 美宏,B1,0.18,3.49,4.29,32.0,42.22,市川 美宏,53.1,6.8,0.0,0.15,28.0,5.0,27.0,3.0,3,20260621,09,津,4,20260621_09_4,1-3-4,1740
5,3950,石川 哲秀,B1,0.16,4.16,2.43,34.48,20.34,石川 哲秀,56.3,6.79,0.0,0.06,28.0,5.0,27.0,3.0,4,20260621,09,津,4,20260621_09_4,1-3-4,1740
6,4359,横川 聖志,A2,0.13,5.8,3.33,18.18,25.68,横川 聖志,55.4,6.85,-0.5,0.36,28.0,5.0,27.0,3.0,4,20260621,09,津,4,20260621_09_4,1-3-4,1740
1,4710,福田 宗平,A1,0.14,5.67,6.21,34.88,30.0,福田 宗平,52.0,6.73,0.0,0.23,29.0,6.0,27.0,5.0,1,20260621,09,津,5,20260621_09_5,1-3-5,1060
2,4766,石井 孝之,B1,0.17,4.38,4.36,39.29,22.37,石井 孝之,54.2,6.66,0.0,0.23,29.0,6.0,27.0,5.0,4,20260621,09,津,5,20260621_09_5,1-3-5,1060
3,5048,眞鳥 康太,B1,0.18,3.97,4.79,35.79,28.57,眞鳥 康太,53.5,6.76,0.0,0.36,29.0,6.0,27.0,5.0,2,20260621,09,津,5,20260621_09_5,1-3-5,1060
4,4145,小澤 学,B1,0.25,3.77,3.18,35.63,27.54,小澤 学,52.7,6.74,0.0,0.4,29.0,6.0,27.0,5.0,4,20260621,09,津,5,20260621_09_5,1-3-5,1060
5,5020,宮村 勇哉,B1,0.15,4.49,4.41,36.26,23.33,宮村 勇哉,54.2,6.76,0.5,0.12,29.0,6.0,27.0,5.0,3,20260621,09,津,5,20260621_09_5,1-3-5,1060
6,5402,塚越 陸斗,B2,0.18,1.46,1.29,36.46,20.25,塚越 陸斗,53.0,6.83,0.0,0.28,29.0,6.0,27.0,5.0,4,20260621,09,津,5,20260621_09_5,1-3-5,1060
1,4640,山ノ内 雅人,A2,0.15,6.13,5.7,39.29,39.51,山ノ内 雅人,52.5,6.73,0.0,0.06,29.0,7.0,27.0,5.0,2,20260621,09,津,6,20260621_09_6,4-1-6,690
2,3812,山崎 聖司,B1,0.16,4.35,5.27,31.43,28.17,山崎 聖司,52.0,6.83,0.0,0.17,29.0,7.0,27.0,5.0,4,20260621,09,津,6,20260621_09_6,4-1-6,690
3,5349,宮崎 奏磨,B2,0.19,1.46,1.21,39.51,41.67,宮崎 奏磨,53.4,6.76,0.0,0.21,29.0,7.0,27.0,5.0,4,20260621,09,津,6,20260621_09_6,4-1-6,690
4,5126,山下 大輝,A1,0.15,6.5,6.47,33.96,31.51,山下 大輝,51.5,6.67,0.5,0.02,29.0,7.0,27.0,5.0,1,20260621,09,津,6,20260621_09_6,4-1-6,690
5,5364,金子 怜央,B2,0.18,2.5,1.89,22.12,23.61,金子 怜央,52.8,6.75,0.0,-0.01,29.0,7.0,27.0,5.0,4,20260621,09,津,6,20260621_09_6,4-1-6,690
6,4779,伊倉 光,B1,0.16,5.21,4.35,28.28,33.01,伊倉 光,52.0,6.77,0.0,0.13,29.0,7.0,27.0,5.0,3,20260621,09,津,6,20260621_09_6,4-1-6,690
1,4608,荒井 翔伍,A2,0.16,5.89,5.57,28.43,34.62,荒井 翔伍,53.2,6.76,0.0,0.06,29.0,6.0,27.0,5.0,2,20260621,09,津,7,20260621_09_7,3-1-6,8670
2,4346,前田 健太郎,B1,0.17,4.39,0.0,34.57,34.38,前田 健太郎,55.6,6.78,-0.5,0.09,29.0,6.0,27.0,5.0,4,20260621,09,津,7,20260621_09_7,3-1-6,8670
3,4248,岡本 大,B1,0.16,4.28,2.94,26.39,26.97,岡本 大,53.2,6.79,0.5,-0.01,29.0,6.0,27.0,5.0,1,20260621,09,津,7,20260621_09_7,3-1-6,8670
4,3652,森下 勇,B1,0.18,3.68,3.09,30.95,34.09,森下 勇,55.0,6.81,0.0,0.03,29.0,6.0,27.0,5.0,4,20260621,09,津,7,20260621_09_7,3-1-6,8670
5,3745,橋本 年光,B1,0.17,5.34,5.88,28.92,16.88,橋本 年光,52.4,6.81,0.5,0.12,29.0,6.0,27.0,5.0,4,20260621,09,津,7,20260621_09_7,3-1-6,8670
6,5275,松田 淳平,A2,0.15,6.71,4.79,33.33,33.98,松田 淳平,52.0,6.81,0.5,0.2,29.0,6.0,27.0,5.0,3,20260621,09,津,7,20260621_09_7,3-1-6,8670
1,3907,村越 篤,A2,0.17,5.27,4.54,34.74,36.36,村越 篤,53.6,6.79,0.0,0.21,29.0,6.0,27.0,5.0,1,20260621,09,津,8,20260621_09_8,1-6-5,1880
2,3950,石川 哲秀,B1,0.16,4.16,2.43,34.48,20.34,石川 哲秀,56.0,6.78,0.0,0.04,29.0,6.0,27.0,5.0,4,20260621,09,津,8,20260621_09_8,1-6-5,1880
3,5107,松本 真広,B1,0.17,4.77,3.56,32.1,26.03,松本 真広,48.5,6.84,0.0,0.22,29.0,6.0,27.0,5.0,4,20260621,09,津,8,20260621_09_8,1-6-5,1880
4,5385,鈴木 柊介,B2,0.16,2.57,2.08,37.78,38.24,鈴木 柊介,57.8,6.84,0.0,0.07,29.0,6.0,27.0,5.0,4,20260621,09,津,8,20260621_09_8,1-6-5,1880
5,4623,中北 将史,B1,0.14,4.77,4.8,29.21,34.92,中北 将史,52.1,6.77,0.0,-0.13,29.0,6.0,27.0,5.0,3,20260621,09,津,8,20260621_09_8,1-6-5,1880
6,4369,丹下 将,A2,0.16,5.8,5.3,41.98,36.84,丹下 将,57.0,6.81,0.0,-0.01,29.0,6.0,27.0,5.0,2,20260621,09,津,8,20260621_09_8,1-6-5,1880
1,4654,篠田 優也,A2,0.15,6.41,6.08,44.93,29.23,篠田 優也,53.5,6.74,0.0,0.01,29.0,6.0,27.0,5.0,1,20260621,09,津,9,20260621_09_9,1-2-6,3260
2,5020,宮村 勇哉,B1,0.15,4.49,4.41,36.26,23.33,宮村 勇哉,54.2,6.81,0.5,0.18,29.0,6.0,27.0,5.0,2,20260621,09,津,9,20260621_09_9,1-2-6,3260
3,4892,柴田 直哉,B1,0.18,5.17,5.28,36.67,41.56,柴田 直哉,52.2,6.81,0.0,0.08,29.0,6.0,27.0,5.0,4,20260621,09,津,9,20260621_09_9,1-2-6,3260
4,3906,飯山 晃三,B1,0.18,4.27,5.71,36.0,38.71,飯山 晃三,60.3,6.85,0.0,0.66,29.0,6.0,27.0,5.0,4,20260621,09,津,9,20260621_09_9,1-2-6,3260
5,5048,眞鳥 康太,B1,0.18,3.97,4.79,35.79,28.57,眞鳥 康太,53.5,6.85,0.0,0.11,29.0,6.0,27.0,5.0,4,20260621,09,津,9,20260621_09_9,1-2-6,3260
6,4945,上村 宏太,B1,0.19,4.21,5.11,31.94,30.0,上村 宏太,54.3,6.82,0.0,0.17,29.0,6.0,27.0,5.0,3,20260621,09,津,9,20260621_09_9,1-2-6,3260
1,4951,新田 洋一,B1,0.14,5.09,7.33,32.61,36.46,新田 洋一,53.0,6.68,0.5,0.24,29.0,7.0,27.0,5.0,1,20260621,09,津,10,20260621_09_10,1-3-2,2350
2,4640,山ノ内 雅人,A2,0.15,6.13,5.7,39.29,39.51,山ノ内 雅人,52.5,6.74,0.5,-0.02,29.0,7.0,27.0,5.0,3,20260621,09,津,10,20260621_09_10,1-3-2,2350
3,4779,伊倉 光,B1,0.16,5.21,4.35,28.28,33.01,伊倉 光,52.0,6.75,0.0,-0.13,29.0,7.0,27.0,5.0,2,20260621,09,津,10,20260621_09_10,1-3-2,2350
4,4082,濱崎 誠,B1,0.15,5.75,5.55,22.73,28.24,濱崎 誠,52.0,6.8,0.0,0.24,29.0,7.0,27.0,5.0,4,20260621,09,津,10,20260621_09_10,1-3-2,2350
5,4379,桑島 和宏,A1,0.16,6.09,6.42,25.97,43.62,桑島 和宏,56.1,6.76,0.0,-0.03,29.0,7.0,27.0,5.0,4,20260621,09,津,10,20260621_09_10,1-3-2,2350
6,4710,福田 宗平,A1,0.14,5.67,6.21,34.88,30.0,福田 宗平,52.0,6.78,0.0,-0.08,29.0,7.0,27.0,5.0,4,20260621,09,津,10,20260621_09_10,1-3-2,2350
1,5126,山下 大輝,A1,0.15,6.5,6.47,33.96,31.51,山下 大輝,51.5,6.63,0.0,0.2,28.0,6.0,27.0,5.0,4,20260621,09,津,11,20260621_09_11,4-5-2,24720
2,4875,大塚 康雅,B1,0.18,4.94,5.33,36.36,35.87,大塚 康雅,50.5,6.67,0.0,0.19,28.0,6.0,27.0,5.0,3,20260621,09,津,11,20260621_09_11,4-5-2,24720
3,4894,原村 拓也,B1,0.22,4.88,0.0,33.0,29.91,原村 拓也,52.0,6.73,0.5,0.12,28.0,6.0,27.0,5.0,4,20260621,09,津,11,20260621_09_11,4-5-2,24720
4,4583,古田 祐貴,A2,0.14,4.94,4.45,31.96,34.44,古田 祐貴,52.0,6.73,0.0,0.27,28.0,6.0,27.0,5.0,1,20260621,09,津,11,20260621_09_11,4-5-2,24720
5,4608,荒井 翔伍,A2,0.16,5.89,5.57,28.43,34.62,荒井 翔伍,53.2,6.76,0.0,0.35,28.0,6.0,27.0,5.0,2,20260621,09,津,11,20260621_09_11,4-5-2,24720
6,4943,八木 治樹,B1,0.14,3.87,4.92,41.05,35.64,八木 治樹,53.9,6.73,0.0,0.38,28.0,6.0,27.0,5.0,4,20260621,09,津,11,20260621_09_11,4-5-2,24720
1,4910,中村 泰平,A1,0.15,6.72,7.71,41.11,32.53,中村 泰平,51.0,6.69,0.0,0.01,28.0,6.0,27.0,5.0,2,20260621,09,津,12,20260621_09_12,3-1-5,4520
2,4236,松村 敏,A1,0.11,6.91,8.08,23.68,41.33,松村 敏,52.6,6.81,0.0,-0.05,28.0,6.0,27.0,5.0,4,20260621,09,津,12,20260621_09_12,3-1-5,4520
3,4736,高倉 和士,A1,0.12,6.75,7.74,36.05,29.29,高倉 和士,52.5,6.73,0.0,0.03,28.0,6.0,27.0,5.0,1,20260621,09,津,12,20260621_09_12,3-1-5,4520
4,4174,赤坂 俊輔,A1,0.16,6.25,7.2,34.31,34.38,赤坂 俊輔,52.2,6.8,0.0,0.13,28.0,6.0,27.0,5.0,4,20260621,09,津,12,20260621_09_12,3-1-5,4520
5,4366,前沢 丈史,A1,0.15,6.81,6.33,41.41,23.61,前沢 丈史,53.6,6.78,0.0,-0.01,28.0,6.0,27.0,5.0,3,20260621,09,津,12,20260621_09_12,3-1-5,4520
6,4390,松本 弓雄,B1,0.21,4.29,0.0,23.4,32.53,松本 弓雄,52.0,6.78,0.0,0.18,28.0,6.0,27.0,5.0,4,20260621,09,津,12,20260621_09_12,3-1-5,4520
1,4812,西野 雄貴,A1,0.13,7.13,5.67,39.68,29.41,西野 雄貴,51.0,6.91,0.0,0.09,23.0,5.0,25.0,5.0,1,20260621,10,三国,1,20260621_10_1,1-4-3,920
2,4876,梅木 敬太,B1,0.18,4.59,4.9,12.7,27.54,梅木 敬太,53.6,6.98,-0.5,0.28,23.0,5.0,25.0,5.0,4,20260621,10,三国,1,20260621_10_1,1-4-3,920
3,3505,山田 竜一,B1,0.14,5.42,6.67,28.57,32.86,山田 竜一,53.5,6.89,0.5,0.11,23.0,5.0,25.0,5.0,3,20260621,10,三国,1,20260621_10_1,1-4-3,920
4,4837,酒井 陽祐,B1,0.15,4.33,3.58,29.73,36.76,酒井 陽祐,51.5,6.9,-0.5,0.01,23.0,5.0,25.0,5.0,2,20260621,10,三国,1,20260621_10_1,1-4-3,920
5,4693,松下 誉士,B1,0.2,4.24,3.48,31.43,27.42,松下 誉士,54.6,6.86,0.0,0.09,23.0,5.0,25.0,5.0,4,20260621,10,三国,1,20260621_10_1,1-4-3,920
6,3790,佐口 達也,B1,0.2,4.69,0.0,28.99,32.84,佐口 達也,53.0,6.92,0.0,0.4,23.0,5.0,25.0,5.0,4,20260621,10,三国,1,20260621_10_1,1-4-3,920
1,4482,守屋 美穂,A1,0.16,6.51,0.0,30.77,34.85,守屋 美穂,45.0,6.84,0.0,0.06,24.0,3.0,23.0,3.0,4,20260621,10,三国,2,20260621_10_2,4-6-2,117330
2,4589,塩崎 桐加,A2,0.15,5.02,7.0,37.1,42.25,塩崎 桐加,50.2,6.87,0.0,0.19,24.0,3.0,23.0,3.0,3,20260621,10,三国,2,20260621_10_2,4-6-2,117330
3,5272,松田 真実,B1,0.18,4.47,5.4,18.97,23.81,松田 真実,47.0,6.9,-0.5,0.24,24.0,3.0,23.0,3.0,4,20260621,10,三国,2,20260621_10_2,4-6-2,117330
4,5204,宇恵 有香,B2,0.0,4.17,2.75,26.87,43.86,宇恵 有香,46.0,6.89,0.0,0.28,24.0,3.0,23.0,3.0,1,20260621,10,三国,2,20260621_10_2,4-6-2,117330
5,5347,井澤 聖奈,B2,0.21,1.77,0.0,22.22,23.88,井澤 聖奈,46.0,6.97,0.0,0.23,24.0,3.0,23.0,3.0,4,20260621,10,三国,2,20260621_10_2,4-6-2,117330
6,5416,龍田 真白,B2,0.19,2.58,4.75,25.0,15.94,龍田 真白,44.0,6.88,0.0,0.27,24.0,3.0,23.0,3.0,2,20260621,10,三国,2,20260621_10_2,4-6-2,117330
1,4761,山田 晃大,A2,0.13,5.75,6.94,37.5,43.75,山田 晃大,52.6,6.86,0.0,0.26,24.0,5.0,23.0,5.0,1,20260621,10,三国,3,20260621_10_3,1-2-3,1260
2,5321,一色 颯輝,B2,0.19,5.01,4.24,40.63,28.36,一色 颯輝,53.9,6.9,0.0,0.22,24.0,5.0,23.0,5.0,2,20260621,10,三国,3,20260621_10_3,1-2-3,1260
3,4190,長嶋 万記,A1,0.16,6.9,6.25,45.16,46.43,長嶋 万記,50.4,6.84,-0.5,0.19,24.0,5.0,23.0,5.0,3,20260621,10,三国,3,20260621_10_3,1-2-3,1260
4,3564,桑原 啓,B1,0.18,4.4,3.79,47.06,21.88,桑原 啓,53.2,6.9,0.0,0.18,24.0,5.0,23.0,5.0,4,20260621,10,三国,3,20260621_10_3,1-2-3,1260
5,5036,福田 翔吾,B1,0.19,5.31,7.0,35.94,30.16,福田 翔吾,52.3,6.84,0.0,0.15,24.0,5.0,23.0,5.0,4,20260621,10,三国,3,20260621_10_3,1-2-3,1260
6,4866,橋本 英一,B1,0.16,3.77,4.0,37.88,24.19,橋本 英一,54.5,6.87,0.0,0.26,24.0,5.0,23.0,5.0,4,20260621,10,三国,3,20260621_10_3,1-2-3,1260
1,3841,佐々木 和伸,A2,0.16,6.02,0.0,29.58,35.82,佐々木 和伸,54.3,6.84,0.0,0.21,24.0,4.0,23.0,4.0,2,20260621,10,三国,4,20260621_10_4,4-1-5,5070
2,5356,長谷川 暖,B1,0.14,4.62,3.5,16.95,40.68,長谷川 暖,51.0,6.91,-0.5,0.61,24.0,4.0,23.0,4.0,4,20260621,10,三国,4,20260621_10_4,4-1-5,5070
3,4793,金子 萌,A2,0.14,6.47,5.9,25.0,29.69,金子 萌,52.0,6.83,0.0,0.08,24.0,4.0,23.0,4.0,4,20260621,10,三国,4,20260621_10_4,4-1-5,5070
4,4706,三浦 洋次朗,A2,0.17,6.1,5.55,27.42,28.57,三浦 洋次朗,50.5,6.82,0.0,0.19,24.0,4.0,23.0,4.0,1,20260621,10,三国,4,20260621_10_4,4-1-5,5070
5,5085,中村 栄治,B1,0.19,5.37,4.28,20.31,36.36,中村 栄治,52.0,6.79,-0.5,0.06,24.0,4.0,23.0,4.0,3,20260621,10,三国,4,20260621_10_4,4-1-5,5070
